DS100;Breite;Laenge
AWCH;53.569734;10.059975
TWW;47.689227;9.830573
TWAN;48.512315;9.150449
EWAF;51.950091;7.984464
EWEM;51.9614;7.894774
MWGU;47.83357;11.709472
TWV.TWVH;48.129915;9.801661
AWA;54.075581;9.898016
RWR;48.046587;7.686813
TWA;48.858615;10.103645
MWBG;47.571903;9.639064
MWSG;48.438377;10.269707
MWSB;48.061563;12.18523
SWAS;49.708467;6.537216
MWAS;48.875347;11.16797
EWAT;51.473214;7.139521
EWHP;51.459894;7.153535
FWST;50.5455;8.723435
FWCK;50.359559;8.843673
HWED;52.269118;10.623494
AWL;53.581995;9.705161
KWEE;51.624294;6.197976
FWGA;51.128192;9.175551
KWEG;51.145179;6.281289
SWE;49.586464;6.376822
MWBH;47.898573;12.692476
MWEI;48.720645;11.330409
NWGR;50.107067;9.782546
MWDB;48.254124;12.347317
NWBE;49.943612;11.723267
RWD;49.417494;7.994912
NWDG;49.255722;12.776995
NWHR;49.631253;12.061829
NWHF;49.459926;10.928488
TSWF;48.82208;9.094328
TWM;49.478463;9.905718
HWUE;53.118123;8.337248
TW;48.755483;8.872806
RW;47.593973;7.608419
RWEI;47.590629;7.63478
NWE;49.668683;9.213165
TWEL;48.800301;9.501991
MWLB;48.125996;10.429623
KWES;50.750293;6.845078
TWLH;48.025106;8.775956
FWEI;51.363629;9.391588
RWGT;49.059101;8.521224
TWR;49.147997;9.287024
TWRW;49.151162;9.273139
RWSB;48.727532;8.355263
RWSS;49.513931;8.249874
FWEK;50.052573;8.877828
TELI;49.148758;9.305552
TWSN;47.765975;9.594383
NWG;49.029673;10.96539
MWSH;48.305795;10.153157
NWEO;49.6292892;11.249367
KWEH;50.421177;7.450988
FWN;50.173246;8.586918
MAES;48.300999;10.135093
FWI;49.909706;8.579385
MWZH;47.614593;10.62046
FWZ;49.878575;7.956653
FWES;50.480996;9.722538
SWN;49.67266;6.441322
HWLL;52.181173;8.140157
AWBS;53.641327;10.082825
EWSE;51.04197;8.00361
RWEL;47.83403;8.769216
EWVE;51.616253;7.956653
AWE;53.217641;10.462781
TWD;48.672961;9.373011
HWSN;52.279628;9.572167
EWHL;51.259485;7.757544
FWDF;50.59289;8.417191
EWER;51.558073;7.914136
TWER;48.694247;9.413898
NWRB;49.538931;12.146226
EWRN;51.66925;7.622934
NWFH;50.026065;9.725529
MWHA;47.6289151;10.4602504
TWTB;49.786182;9.499932
EWFK;51.676658;6.616308
AWBU;54.207179;8.932718
HWES;52.081543;10.034206
MWS;48.077374;11.251768
EWBH;52.096975;8.232642
EWBV;52.030984;7.743702
MWDF;48.571845;10.84337
MWM;47.903892;11.828482
HWTH;52.236324;8.278625
AWLA;54.906839;8.310925
TWSH;48.520195;9.949281
TWX;48.881409;10.183653
MWHS;48.385991;10.818233
EWSM;51.494589;8.910255
NWL;50.125775;9.932748
EWN;51.557529;7.960952
FWT;50.903715;8.729147
EWET;51.386413;7.385915
EWIC;51.493201;7.869713
NWK;49.310689;10.71145
KWIC;51.13277;6.411505
SWK;49.371135;7.175665
FWRA;50.881937;9.136421
HWRN;52.892588;10.655847
NWU;49.911013;12.191288
FWO;50.041412;8.256293
FWE;50.054411;8.295044
FWIG;50.08258;8.325635
FWS;50.04759;8.194603
FWIF;51.007519;8.749376
NWDC;50.301555;10.911754
TWID;49.149785;9.422118
RWI;49.225458;8.50239
NWIE;49.7136512;11.1271977
RWS;49.291353;8.664146
MWSL;48.023909;12.744898
MWSM;48.105999;12.564312
NWI;50.016833;9.441051
RWIN;47.679448;8.46386
TWB;48.755718;8.551089
TWIB;48.62528;8.742947
HWIH;52.89782;8.431422
TWL;48.953862;8.572415
RWSW;49.209434;7.883823
HW;53.518795;8.114901
FWUE;50.868143;8.550882
NWHD;49.4833981;10.7252419
HWBD;51.621757;9.011652
FWLN;51.293342;8.603635
FWLM;50.539329;7.985758
NWIG;49.246573;12.670073
TWLB;49.142422;9.358868
FWTH;50.531112;8.032791
AWIR;53.926228;9.383456
SWIG;49.662641;6.590462
SWIN;49.6087425;6.40684247
FWIN;50.225056;8.876069
EWIL;51.957007;8.531378
RWND;49.095452;8.122479
NWB;49.794747;12.16517
NWIN;49.249694;10.825716
AWG;53.745047;9.098158
NWKH;49.392946;11.301035
TWI;48.879583;9.39229
SWI;50.315424;7.523208
HWIN;52.323325;9.436305
SWNW;49.570548;7.855955
AWI;53.353839;10.207691
TWIN;48.798432;9.480994
EWTB;51.198585;8.532408
NWN;49.7083751;10.0118816
AWIM;53.186138;9.828536
MWIT;48.317443;10.097804
KWIR;50.468396;7.78521
FWIR;50.225784;9.258929
EWIN;50.782871;7.739814
HWIS;52.258211;8.205047
EWIK;51.420173;7.44591
RMHH;49.492623;8.453917
RMLB;49.517201;8.477775
EWIA;51.44784;7.375337
RMNS;49.503633;8.459566
TSUN;48.745837;9.105398
EEHH;51.417711;7.072649
KWIS;50.689698;7.026083
TWIT;49.618406;9.846243
FWZN;51.351556;9.863079
AWRT;54.386097;8.998558
FWX;49.9308662;8.64805073
FWOE;50.397335;8.81622
RWRZ;49.052992;8.262363
MWNS;48.731977;10.714478
FWRR;49.846251;8.114712
FWOD;50.244752;8.249323
RWRD;49.055109;8.251944
MWTI;48.624182;12.332925
NWOE;49.793465;9.15696
RWSN;49.015508;8.605129
AWLF;53.520589;10.278184
RWO;48.293665;8.221849
TWO;47.824264;9.808665
FWON;51.186552;9.45006
FWFG;50.123107;8.957469
FWFH;51.331695;9.17862
MWO;47.914424;11.427201
HWOB;52.429498;10.787784
NWM;50.094508;9.734893
SWFS;49.58428;7.610287
AWOL;53.0269419;9.84527349
HWWI;52.200754;10.278999
AWRE;53.646987;8.521275
AWST;53.932382;9.748128
EWAP;51.267886;7.072023
EWGD;50.760013;8.141766
EWGT;50.756916;8.126875
SWB;49.244182;7.193441
NWS;49.788193;9.943503
NWZ;49.804938;9.884593
NWBZ;50.218424;11.709552
EWUF;51.719189;7.011578
HWUL;51.659403;10.176026
MWUH;48.31398;10.071331
KWBA;51.266972;7.195159
KWLP;51.277866;7.242298
KWRO;51.226476;7.2156
KWSO;51.240584;7.096575
KWS;51.250679;7.14063
KWU;51.258929;7.171212
KWZ;51.243469;7.10702
NWLZ;50.253194;11.99001
TWUM;48.001755;8.777842
TWUN;48.008528;8.775387
SWU;49.398897;7.034824
RWUT;47.662088;8.363654
RWY;47.546328;7.690918
KX;51.65967;6.445287
RZA;49.104757;8.816664
NZA;50.018291;10.929894
NZ;50.005142;10.598519
RZ;47.705626;7.849149
TEZL;48.724328;9.359389
FZK;49.720326;8.994116
FZR;50.727164;9.199797
FZH;50.016157;8.969946
FZE;51.111983;9.317729
FZEP;50.036516;8.605153
FZBR;51.367668;9.291483
FZB;51.365117;9.304813
KZI;50.949276;6.62574
NZF;49.345477;12.67324
RZIM;49.430411;9.371975
TZI;49.595355;9.79051
FZM;51.008144;9.225195
NZI;49.443891;10.958468
NZIK;49.450029;10.945303
RVLZ;48.040888;8.505997
RZS;47.837798;8.557175
MZHP;47.665825;10.418038
MZO;48.089601;11.832456
RZT;49.609367;8.75322
KZU;50.6571334;6.81324005
KZ;50.698174;6.662476
TZU;49.291657;9.329117
RZHN;48.544728;8.018466
RZUN;49.297394;8.821439
SZW;49.246805;7.356643
NZWL;49.020941;13.22638
RZW;49.416029;9.04283
FZW;49.725902;8.609119
MUSM;48.2737;11.568628
FFGA;50.10403;8.64472
FFTA;50.113565;8.668864
FHAU;50.113926;8.678947
MNPS;48.088685;11.645175
TSS;48.770255;9.156959
TSFS;48.772768;9.166273
TSMI;48.776229;9.172925
ALTK;53.950787;10.854029
ARES;53.549668;9.957668
AKS;53.547796;9.944088
FHMD;51.412582;9.658272
EDRN;51.658274;6.9705
EBOH;51.491486;7.200935
EBOW;51.481459;7.211223
EHGW;51.353583;7.452767
KLMH.KLMI;51.031514;6.991661
KSV;51.166711;6.992398
RSW;48.598672;8.383851
MVAD;47.826814;12.32188
KWV;51.234259;7.071597
KWO;51.273839;7.221483
MNM;48.393039;10.004823
RDAI;48.798038;8.327476
TSNS;48.792173;9.241595
NSTT;48.876407;12.592248
AHFS;53.465481;9.963187
ANWS;53.473059;9.877434
RBUS;48.929311;8.450563
RAHS;48.625736;8.067706
ROA;48.61405;8.079185
ROAB;48.603464;8.093268
RKPP;48.593404;8.116094
RFU;48.579767;8.135178
ROTT;48.566867;8.151041
RETT;48.938617;8.409106
RETZ;48.914209;8.457623
RMX;48.863328;8.447351
RFS;48.837294;8.440492
RHLB;48.802428;8.438957
RRBA;48.920482;8.479553
RLSB;48.915256;8.50312
RITB;48.869154;8.511045
ROTW;48.567873;8.142636
AENZ;53.610375;9.901522
ASLS;53.634124;9.906616
ABWD;53.647614;9.908496
ABNS;53.663395;9.910243
AHLH;53.694569;9.919906
AQB;53.73113;9.904759
AELA;53.750144;9.923374
ATAK;53.755327;9.943297
AUBS;53.77346;9.972892
AUB;53.795121;9.982182
AKTK;53.834417;9.966825
ANTZ;53.863663;9.916749
ALFD;53.876909;9.889835
ABSK;53.9033648;9.89042044
ABSD;53.920593;9.890162
AWMD;53.954628;9.916483
AGSA;53.980974;9.969829
ABOS;54.017738;10.0162
ANM;54.059815;9.983042
AQBD;53.723084;9.90747
ALGM;53.772441;9.663746
ASPS;53.781294;9.685207
ABHT;53.786107;9.716843
AVSL;53.790602;9.735868
ABMB;53.792619;9.761888
ABMS;53.792978;9.772007
EBID;50.749987;7.943623
EDAD;50.740469;7.963642
EGNP;50.78089;7.890486
ENDR;50.755516;7.922511
ESCT;50.758491;7.903878
RZLH;48.3451;8.064706
RBCH;48.349519;8.080366
RUH;48.354139;8.089966
RKBG;48.36193;8.105907
ROHD;48.373308;8.124407
ROHR;48.380789;8.140512
EBDO;50.748273;7.949036
AGNB;53.381236;9.008099
ANDS;53.332837;8.980288
AHTB;53.273296;8.962154
ANSJ;53.255475;8.958919
AWPW;53.226487;8.91551
RUO;49.156748;8.625553
RSF;49.178906;8.64374
RZE;49.178251;8.677521
RZEO;49.179087;8.703363
ALAL;53.791833;9.862105
RODH;49.17902;8.746388
RUOE;49.146342;8.668986
ROOE;49.14006;8.686232
RMZH;49.12608;8.716007
RGOM;49.109411;8.744695
RBBR;49.119447;8.764854
RMZN;49.136233;8.775067
RMZO;49.121492;8.726215
AKTKD;53.844409;9.939692
FULB;50.107911;8.528024
FLDB;50.118573;8.486465
FKEM;50.124874;8.461687
FKE;50.137284;8.447663
FKHO;50.14702;8.44454
FSNH;50.172739;8.45214
FKOE;50.177917;8.468693
REG;49.075671;8.397941
RLEO;49.097193;8.401099
TSFH;48.807605;9.534566
THAU;48.82433;9.550072
TMST;48.84362;9.53913
TMIC;48.8614363;9.5356822
TSLB;48.872549;9.526361
TRU;48.881864;9.530716
RHOS;49.133571;8.41577
AKTKH;53.839935;9.946077
AKTKS;53.823588;9.973065
TSLT;48.343544;9.025203
TJUH;48.326187;9.038123
TKLR;48.315684;9.060828
THSS;48.301744;9.068047
TBLD;48.290055;9.113057
TGSF;48.275821;9.164219
TNFH;48.246026;9.186653
TGMT;48.250699;9.217149
THTN;48.217364;9.229298
THMT;48.200845;9.217467
TVRS;48.181412;9.210822
TVRD;48.160279;9.199108
TJNU;48.139161;9.213664
THFT;48.099767;9.235652
AWAH;53.961223;10.229575
FAZU;50.088716;9.065603
FKAE;50.090911;9.091445
FMIC;50.099814;9.104496
FNIH;50.086596;9.148562
FMOE;50.070309;9.166218
FSBN;50.057764;9.186811
FKHN;50.058847;9.205986
FBLK;50.065206;9.230064
FSK;50.085839;9.244214
RROP;48.154055;7.749943
REN;48.14425;7.701918
RKHS;48.13719;7.658069
RSAS;48.138749;7.620345
RJ;48.119844;7.610624
RBBN;48.104006;7.611766
ROBL;48.089842;7.620899
RAK;48.060088;7.60787
RBAL;48.124494;7.741516
RNIM;48.1057395;7.7602739
RE;48.092901;7.748021
RBTZ;48.070174;7.721616
RBTU;48.075552;7.727931
RBAR;48.118019;7.747776
ASCK;54.332873;10.229329
APSH;54.365139;10.292991
TMCG;48.855236;9.096218
TSBD;48.870579;9.071396
THMG;48.867783;9.031696
THMD;48.851473;8.985433
RBKO;47.91714;7.70979
ROK;47.9105569;7.71588385
RSTF;47.885027;7.728343
RSTS;47.877635;7.729681
REZB;47.86677;7.748889
RDB;47.859373;7.763382
RHOF;47.857122;7.772654
RUM;47.855074;7.7812171
NZLT;49.174934;12.865143
NGFW;49.202635;12.877825
NWAS;49.206939;12.899847
NHWN;49.205389;12.943161
NARR;49.195364;13.002804
NFHB;49.191145;13.027454
NLAM;49.191555;13.051003
SURM;50.255912;7.13185
RNHS;49.296035;8.963686
RNBH;49.278376;8.995621
RUG;49.269021;9.011964
ROGI;49.255404;9.044019
RSGB;49.271227;9.087386
RHFH;49.291132;9.086804
RNST;49.320237;8.890152
RWB;49.300941;8.919354
RESN;49.323982;8.867796
RHM;49.320089;8.97513
RAG;49.350097;8.990838
TFKH;48.595369;9.35801
TLSH;48.579867;9.371531
TNEF;48.558556;9.374079
FAZW;49.740978;8.107255
SRAM;49.456368;7.548373
TRUO;48.891722;9.543699
MMRI;47.767574;11.72055
MGMD;47.7495102;11.7348683
MTE;47.7144755;11.7566156
TTRS;48.074037;8.631547
HNDM;53.624315;7.158806
ADM;54.729909;8.690989
ANSW;54.08343;9.962863
ABV;53.482954;9.140251
KJB;50.947237;6.342104
KJND;50.928899;6.366587
KLIN;50.982679;6.276141
AFF;53.501305;8.901283
AGTH;53.506732;8.858373
KLIT;50.964215;6.322882
AHWA;53.498728;8.972913
AHOF;53.472715;9.195048
AMS;53.498745;9.307073
AOE;53.494156;9.03247
ASLL;53.515529;8.723057
AWHD;53.512364;8.806549
KJSE;50.890229;6.40829
KJSU;50.898594;6.392244
KNKR;50.878662;6.42327
KHUS;50.852519;6.45337
KDNS;50.796237;6.474259
KLED;50.774833;6.49047
KKUZ;50.75075;6.488409
KUD;50.728109;6.481437
KUM;50.726853;6.460448
KOM;50.713986;6.446967
KZE;50.692439;6.453932
KNID;50.689754;6.46578
KAB;50.671085;6.476459
KBLE;50.660249;6.486442
KHAD;50.652576;6.491212
KHE;50.636515;6.4735
KKUZE;50.742798;6.49194
AAPS;53.441667;9.612345
KDNR;50.770276;6.489493
KKBR;50.783312;6.486752
KTUM;50.764071;6.488009
KSHS;50.865695;6.439356
KDNG;50.83302;6.47431
ABAT;53.457544;9.446276
AAE;53.460587;9.382342
AHFD;53.450062;9.498657
AKTH;53.470379;9.309961
ARWD;53.446216;9.560046
FHS;50.307749;8.507244
FHUN;50.370908;8.469063
FKP;50.269615;8.646921
FNAP;50.300962;8.51473
FSB;50.283609;8.586492
FUSI;50.330923;8.527254
FWEH;50.296348;8.56703
FWL;50.350146;8.480809
TKO G;48.831057;9.112353
NWDM;49.47999;10.716547
RSAI;49.061238;8.079776
RSFL;49.044675;8.039369
RKPW;49.038878;8.022177
RSHF;49.032686;7.999224
RGZK;49.0057994;8.51254821
RBGBP;49.0064539;8.52095425
RBGBS;49.002456;8.53601
RSLR;48.991053;8.540793
TTI;48.085413;9.095629
SLCJ;49.407169;6.891561
SRUB;49.622909;7.286185
SHBO;49.613212;7.251982
SBH;49.61216;7.331236
MGMF;47.752887;11.728178
DAD;50.3243953;12.2606778
LA;50.996648;12.444019
WA;53.015221;13.996361
DAF;51.092807;13.982212
UA;50.841939;10.948262
LACF;51.3324325;12.4205194
LAL;51.757122;11.465689
DAUO;50.519136;12.382054
DAUU;50.511722;12.391421
LBB;51.763048;11.784682
UBL;50.682648;11.275498
WDO;54.100004;11.905335
WFW;52.789933;14.035751
WK;53.766974;11.466925
UKO;51.130742;11.718274
ULS;51.101701;10.640671
USZ;50.8149107;10.2294302
DSA;50.9192886;14.1375375
BBAS;52.715561;13.433993
DBZ;51.173097;14.428735
BBSK;52.284632;14.065964
BBES;52.177684;14.250974
BBIG;52.135969;12.594981
UBK;51.4520614;11.0148132
WBG;54.4205;13.417821
BLO;52.5101355;13.4966934
DKUR;50.462724;12.069771
BSWP;52.455127;13.509395
LBG;51.79612;11.751455
DBF;50.875591;13.363608
DBTS;50.868446;14.746641
LBEU;51.32362;12.573133
LBZ;52.15271;11.716466
UBKN;51.366312;10.330736
DBW;51.125585;14.186144
LBT;51.622861;12.31685
WBL;53.772305;11.71529
BBF;52.337213;13.415982
UBM;51.502781;11.426004
UBD;51.453175;10.608882
LBLG;52.033806;11.457093
LBOR;51.345705;12.541165
LB;52.400554;12.566138
UBR;51.340743;11.240839
WBR;52.873268;13.821106
WB;53.837114;11.998194
UBF;50.997681;10.709057
BC;51.738118;13.97982
LCBO;51.920693;11.810527
LCBW;51.905693;11.758783
DCW;51.12281;13.579414
BCS;51.750957;14.324162
DCR;50.511248;12.993028
LDL;51.525227;12.345218
LD;51.839865;12.234945
LDB;51.11053;12.068913
BDKO.BDKU;51.620576;13.564241
DDE;51.126568;13.094988
UDST;51.084886;10.813398
LGND;51.979599;11.78115
DH;51.040563;13.732035
LMR.LMRH;52.186756;11.647915
DKT;51.114667;13.78911
DN;51.065899;13.740701
DRR;51.028138;14.00738
DEB;51.004378;14.578802
WE;52.834021;13.797062
DEIB;50.986501;14.64616
LEG;51.4518507;12.6370132
LEI;52.150237;11.215214
UEI;50.976922;10.331986
BEW;51.459677;13.516428
BEB;51.472227;13.519271
UE  P;50.972551;11.038499
UEN;51.003357;11.029277
LF.LF  O.LF  U;51.58362;13.247685
UEIP;50.979334;10.283491
DFA;50.4790562;12.3610944
DFL;50.854355;13.075152
BFHS.BFLH;52.391062;13.51271
UF;50.938853;10.262007
BFO;51.738882;14.637628
BFP;52.336416;14.546496
DFR;50.908725;13.344141
DFH.DHG;50.988898;13.637938
WTV;53.117131;13.509241
UFT;50.930357;10.573019
LFE;51.793636;11.374843
BFUW;52.366858;14.05964
LGG;52.955743;11.736957
LGH;51.058217;12.697455
LGN;52.40322;12.157103
URD;51.34227;11.286051
UG;50.883421;12.077092
UGS;50.871159;12.076443
DGL;50.828524;12.548646
DGLS;50.821057;12.500671
DG;51.146767;14.97908
UGW;50.883942;11.593537
DGZ;50.8932;12.429301
UGO;50.93907;10.712568
UGD;50.758894;10.833007
WGW;54.092923;13.370262
UGR;50.652974;12.1944648
WGV;53.857468;11.184712
UGM;50.532953;10.450512
DGR;51.184007;12.7591395
UGH;51.105981;11.657745
LGC;51.267318;12.022171
BGRU;52.165074;14.378843
LGSN;52.33489;11.977862
LGT;51.7930166;11.6017664
WG;53.800597;12.172836
LGK.LGK O;51.993474;11.986389
LHME;51.45476;12.028041
WHL;53.413582;11.215695
LHB;51.899309;11.073452
LHL;52.285034;11.406106
LH;51.477509;11.987085
LHN;51.480056;11.920632
LEGO.LEGOB;51.463424;12.667772
LHAD.LHADB;51.4241326;11.9879133
DHD;50.981859;13.857887
DHN;50.570936;12.235424
WHE;52.905361;12.978391
LHE;51.636945;11.513231
LHR;51.90474;10.866495
UHR;50.59772;11.434282
BHC;51.454706;14.016105
LHWU;52.667319;11.595136
WHO;53.555831;11.364809
BHR;51.303985;14.902088
WNRR;52.92957;12.810799
WHOR;53.906688;11.534673
BHW;51.432788;14.231407
UI;50.684481;10.923086
WJK;53.603062;13.937671
BJUE;51.997509;13.054353
BSEO;51.553101;14.055252
DC;50.839696;12.930877
DCD.DCS;50.8237663;12.9261875
LKRS;51.3172359;12.2792709
BKI;52.568481;14.607909
LKM;51.574682;11.491904
BKW;52.296635;13.631472
LKO;51.674069;11.779905
LK;51.751929;11.989358
UKS;50.96573;11.984064
UKU;51.036371;10.978069
WLD;53.755004;12.386421
WLG;53.680936;12.425217
DLH;50.937827;12.425806
UL;51.3888361;10.3287578
LL;51.3454712;12.3820639
LLC;51.300717;12.3863125
LLEL;51.3540014;12.303738
LLPD.LLPDH;51.3443;12.444338
LLP;51.32804;12.32208
WLI;54.480965;13.510002
DL;51.099447;14.671941
WLK;53.4561;14.215417
WLO;52.896801;13.190055
BLF;52.298098;13.267319
WL;53.334671;11.494491
BLB;51.939737;13.877182
BLN;51.862169;13.9609
LW;51.867811;12.662285
LM;52.130349;11.626891
LMN;52.148843;11.641703
WMA;53.743417;12.761041
LMAG;51.2624687;12.3763293
DMEH;50.544312;12.037091
UM;50.57407;10.421205
LMEI;51.903191;12.256369
LMG;51.356889;11.990551
BMIP;52.316344;13.030688
DMHD;50.922794;14.74128
UMH;51.209193;10.474041
BMB;52.524727;14.100332
LNA;51.009141;12.713023
BNAU;52.612696;12.885559
UNM;51.163071;11.796984
WN;53.561831;13.261465
UND;50.913898;10.909685
LNK;51.150774;12.412836
DNM;50.660171;12.352828
DNOE;50.719514;12.723437
WNR.WNRW;52.926244;12.793888
WNS;52.852677;12.450667
WNT;53.359255;13.074603
DNR;50.862616;13.022852
LNHG;51.951204;11.170056
BHF;52.5104881;13.4346807
UN;51.49292;10.789249
DOZ;50.966028;14.708569
UOFM;50.603622;11.133784
LOE;52.439275;10.983852
UO;50.775661;11.544899
LO;52.030726;11.22684
WPM;53.43032;11.831265
WP;53.515353;13.988875
LPG;51.165966;12.241046
DPI;50.962623;13.928881
WPZ;53.840457;12.337716
UPL;50.778393;10.908698
DP;50.506163;12.129419
BPDP;52.372667;13.011243
BPDC;52.3928;13.036496
LPT;51.843256;12.635964
WPL;53.321608;13.866532
WPI;53.795979;12.223022
DPR;51.250602;13.50912
WPR;53.145759;12.184518
UPR;50.528231;11.383568
LQB;51.785268;11.153001
LQ;51.386919;11.603697
DRB.DRB B;51.098294;13.680163
DRBK;51.107615;13.628693
LRW;52.59964;12.35484
DR;51.309654;13.287734
LRN;51.462603;11.668535
WRV;54.175568;12.247446
DRON;50.859555;12.18172
LR;51.884612;12.237262
WR;54.078246;12.131079
URTB;50.6894539;11.1699387
UR;50.7179313;11.3388991
URS;50.691119;11.328199
BRU;51.455319;13.870004
US;50.6502734;11.3745832
LSW;52.858113;11.162035
LSL;51.679063;11.56002
USG;51.479891;11.294515
USM;50.720181;10.440504
DSB;50.528427;11.961259
LSB;52.018794;11.733157
BSHN;52.775309;13.336799
LSH;52.591254;12.04008
WSN;53.939188;12.117894
WS;53.634739;11.407455
WSGN.WSGR;53.609373;11.384935
BSN;51.526941;14.003905
USD;51.1649544;11.127584
USH;51.370054;10.849193
BSP;51.574757;14.397498
DEG;50.789568;12.622556
LSF;51.851258;11.587898
DSPH;50.708976;12.394074
LS;52.594723;11.854412
LSS;52.606837;11.836728
DSRB;50.480212;12.092312
DSTO;50.70931;12.773549
WSR;54.308626;13.077321
WSB;53.515101;13.745272
BST;52.5320832;13.8334984
USF;51.1638981;10.9874654
LSTF;51.616234;12.066859
USL;50.605145;10.682826
WT;53.112345;13.491481
WTE;53.768437;12.577966
UTEU;51.133858;12.016542
UTH;50.506715;10.617521
LTG;51.563036;12.991134
UTR;50.740882;11.872173
BUK;51.852121;13.60784
UUTL;50.469342;11.623841
WV;54.277316;12.803137
BGU;51.957203;14.706775
DWA;51.0758187;13.0139226
WWR;53.521512;12.680678
LWEG;51.871583;11.168551
UWE;50.785919;12.0622426
UWM;50.991487;11.326458
DWS;50.448105;12.060517
UW;51.204615;11.970926
BWW;51.505442;14.638027
BWR.BWRO.BWRU;52.564622;14.407278
DWR;50.7266423;12.3672795
BWE;52.392939;12.926189
LWD;51.840254;10.788805
UWH;50.72124;10.353606
BWG;52.098825;12.431213
BWP;52.394108;13.014512
BWHO;52.331486;13.067447
DWT;51.09328;14.391502
WWI;53.896837;11.469433
WW;53.003115;11.762871
DWIO;50.882771;12.841365
WWK;53.160621;12.478911
UWK;51.440021;10.745663
BWRZ;52.715433;14.140239
UWF;50.797633;12.097672
DWD;50.805483;12.756417
BWUS;52.551851;12.939728
LZ;51.056452;12.131488
UZL;50.646721;10.674124
WZ;54.075564;13.903359
DZ;50.904461;14.805774
BZO;52.218923;13.438571
WZS;53.973879;13.548191
DZW;50.714668;12.474716
DZA;50.36207;12.363835
WF;53.186784;13.139273
DNKW;51.0842979;14.2706555
WPUB;54.356764;13.48097
BCHB;52.5042126;13.3023298
BSPD;52.5346481;13.1968975
BWS;52.4209723;13.1795275
BZOO;52.507277;13.331992
DADO;50.76385;12.873666
BAHR;52.571375;13.565154
BAFR;52.580882;13.573316
BAFN;52.590685;13.581985
WAHU;52.957591;13.783574
BARO;52.550403;14.278627
BAD;51.65278;14.009236
WAF;54.322927;13.14101
LALT;51.355868;12.682324
DAG;50.766298;13.753634
WATR;53.692233;13.242713
WALW;54.259406;12.572818
UACH;50.70064;10.544522
UAMM;51.233346;10.458086
WAH;54.090442;11.922341
DAMD;50.9687044;12.9596454
BART;52.763368;14.082107
LAMS;51.463561;11.71979
DAMH;50.966322;14.232364
BLIH;52.429451;13.328556
LANG;52.338464;11.759535
LAG;51.460407;11.903139
WAK;53.856102;13.701827
BKRW;52.614884;13.469204
LAB;51.72868;13.032757
UAP;51.03094;11.526136
LAF;51.709511;12.007416
UAR;51.3750554;9.96855855
UASD;50.831084;10.954958
UAE;50.719672;10.416666
UJS;50.93692;11.593783
DAUH;50.506955;12.379204
WBA;54.362315;13.704806
BAHH;52.596621;13.591948
UB;50.405772;10.982451
UBB;50.896138;11.28155
UBBZ;50.900441;11.280095
DBM;50.217587;12.311414
WDOG;54.108463;11.899894
LDBG;51.305165;12.071053
DBEL;50.296672;12.256286
UBKZ;50.93159;12.028452
LBLS;51.143803;12.648695
BBLW;51.518401;13.40293
BBSP;52.293253;14.064929
UBS;51.094767;11.634595
WWIL;52.960229;11.949344
DBJ;50.827163;13.772021
BBKL;52.704043;13.143526
DBAG;50.809728;13.794728
DBAE;51.166767;13.72074
BBG;51.654888;14.426908
BBO;51.581745;14.112288
BBAI;52.164149;12.685111
BGS;52.548963;13.388513
UBGS;51.208295;11.738454
UBAS;51.04075;10.707666
WBAM;54.071397;13.836574
WBN;53.964389;14.129385
LBAR;52.208945;11.620875
LBAS;52.214328;11.640852
BPAF;52.475047;13.365319
WBH;54.362342;12.72646
DBAM;50.557957;12.163681
BBA;52.057916;13.511963
BPOF;52.509379;13.375988
UBET;50.659733;11.168153
WBES;52.804259;13.022086
LBEI;51.571005;13.064935
LBGH;51.233947;12.542785
LBLL;51.673603;11.633376
UBEN;51.464006;11.122989
UBH;50.657009;10.602208
WBE;54.117193;12.210506
DBER;51.186194;13.725065
DBEA;51.197771;13.72739
UBGE;50.747189;12.158865
WBER;52.936565;13.260794
LBWZ;51.803696;12.576213
BBKR;52.35719;14.165217
BALE;52.521481;13.410961
BLS;52.525592;13.369545
BOKN.BOKO.BOKR;52.503037;13.469105
BJUF;52.530276;13.299437
LBGS;51.819892;11.717645
LBGW.LBWD;51.805781;11.723312
UBE;51.405465;10.479945
BBST;52.242129;13.63492
LBEN;51.3228096;11.9627622
UBEU;51.377127;10.279034
BBE;51.590359;13.360724
LBYD;52.061145;11.63105
UBA;50.468757;10.444326
LBF;51.756861;11.856411
DBIE;50.740399;13.528533
WBT;52.755415;13.674665
LBIF;52.584561;11.898035
WBI;54.404819;13.600507
WBIO;54.392784;13.609943
DBH;51.2284148;14.0455163
WBLS;53.408174;13.262907
UBN;50.4011392;11.6980603
UBHA;50.396834;11.203156
LBD;51.95541;12.895568
BBLU;52.605234;13.611772
WBLK;53.528329;13.87204
WBMT;53.076516;12.334096
WBO;53.804534;11.3628
UBOD;51.393528;10.20855
LBWE;51.184702;12.384024
WBOE;53.107382;12.269615
LBOK;51.81968;10.995759
LBOE;52.422099;11.064149
WBZ;53.378069;10.754481
BBK;52.230775;12.854413
LBL;51.117926;12.486291
WBRH;53.364421;10.951992
BBRA;52.029953;13.72149
LBS;51.288781;11.884594
LBSO;51.2899662;11.9026834
DBDL;50.879776;13.011854
WBDN;52.886047;12.224216
LBN;51.5543842;12.2217536
DBTD;51.138652;14.622726
